Country,Year,PM2.5,PM10,TotalDeaths,PMDeaths,CitiesCount
Poland,2014,24.8290625,33.59015625,36.65099504845928,31.336146740298773,64
Poland,2015,23.348840579710146,31.781304347826087,37.178234325753095,32.08666134059083,69
Poland,2016,22.398028169014083,29.8869014084507,35.09465572067202,30.149071527093472,71
Poland,2017,22.874399999999998,30.23493333333333,34.26669113638126,29.530417167236884,75
Portugal,2010,8.364285714285714,20.925714285714285,21.071695605614472,17.591197240021515,14
Portugal,2013,5.326,15.584,18.12401160482938,15.20796405658876,5
Portugal,2014,7.62,17.122307692307693,16.66368331317589,13.874254667631748,13
Portugal,2015,9.849285714285715,20.016428571428573,16.128803846113826,13.450859902749423,14
Portugal,2016,7.197692307692307,16.447692307692307,15.180827886051022,12.50344425261671,13
Portugal,2017,9.309166666666666,19.7625,15.49125211039693,12.813222904358048,12
Qatar,2016,38.0,139.66666666666666,62.04042744836082,60.54487718723825,3
Qatar,2017,44.0,148.0,61.79388294501408,60.32076371921361,1
Romania,2010,15.799166666666666,27.8625,50.68403639728299,35.62515194974144,12
Romania,2013,16.071111111111108,25.14,43.02159031398452,30.595932408591423,9
Romania,2014,17.64,23.7875,42.48943136070724,30.327363216470943,4
Romania,2015,19.169999999999998,34.14000000000001,42.257671872218246,30.65392844122169,3
Romania,2016,15.0,23.2,40.79870077511529,29.449898652354296,3
Romania,2017,19.143333333333334,27.763333333333335,40.416006134925496,29.52682307962321,12
Saudi Arabia,2014,50.0,66.0,67.8640199052199,65.5193907174009,1
Saudi Arabia,2015,69.0,85.0,69.34716062341386,67.27417988945994,1
Saudi Arabia,2016,86.0,119.0,65.16091330384386,63.12547376836102,1
Saudi Arabia,2017,75.0,115.7,64.07581882776527,62.14309683563553,1
Senegal,2013,30.0,130.0,106.90264049449723,19.936733016897232,1
Senegal,2014,25.0,125.0,107.88120713092891,21.44185040505825,1
Senegal,2015,33.0,145.0,108.65704997407953,25.060840473413247,1
Senegal,2016,29.42,132.86,107.0737026964926,22.563921564809952,1
Senegal,2017,19.86,143.31,106.0552118202052,23.59981667724977,1
Serbia,2016,22.67,33.33,63.988774383850966,38.18777875193208,1
Singapore,2014,18.0,30.0,20.394963398447025,19.742903119985037,1
Slovakia,2010,21.6535,34.368,46.28181300302862,42.7212420999377,20
Slovakia,2014,18.60636363636364,27.70818181818182,37.67538450459615,34.48742784590981,11
Slovakia,2015,19.3575,26.8625,38.51551686307555,35.39315245181512,4
Slovakia,2016,14.731428571428571,22.717142857142857,35.80706769758997,32.77760613856719,7
Slovakia,2017,19.038888888888888,26.538888888888888,35.36190176779609,32.47774035832761,27
Slovenia,2010,18.69666666666667,25.076666666666668,24.73945276997654,20.847387494627053,3
Slovenia,2013,17.143333333333334,22.61,22.389691730830275,18.981695941778728,3
Slovenia,2014,15.066666666666665,20.133333333333336,20.32654365581998,17.17707381809686,3
Slovenia,2015,17.643333333333334,22.78333333333333,20.81567124765231,17.73689150517233,3
Slovenia,2016,17.383333333333333,21.436666666666667,19.738110842518985,16.747235343161723,3
Slovenia,2017,16.53,22.03,19.72328919282849,16.790947813723637,3
South Africa,2010,34.1,56.09666666666667,81.71478047230441,53.9159909547106,3
South Africa,2011,47.825,56.225,76.57392495164652,51.52808096953442,2
South Africa,2012,29.67,64.31333333333333,72.85087771608475,50.17003109898556,6
South Africa,2013,23.146,51.134,69.62032629008644,49.177909497437234,5
South Africa,2014,21.80333333333333,44.07666666666666,67.35810955525542,48.79329944206426,6
South Africa,2015,17.740000000000002,37.558571428571426,65.6569820093827,48.54142418716739,7
South Africa,2016,22.853749999999998,47.3775,63.01018395907781,47.34459604568104,8
South Africa,2017,14.92,36.05,57.853890015715216,44.6444465060163,3
Spain,2010,9.904126984126984,21.281904761904762,17.960684845994948,14.776872623217471,63
Spain,2012,16.14,28.544999999999998,17.15335626660779,14.068249514109404,2
Spain,2013,8.30875,17.53222222222222,16.094486043894456,13.1373059396856,72
Spain,2014,8.427341772151898,18.124683544303796,15.315841371893583,12.369865374066984,79
Spain,2015,9.411341463414635,19.994878048780485,15.97984597308629,12.941654472684993,82
Spain,2016,8.325375,17.525125,14.776496470057172,11.83727323849756,80
Spain,2017,9.512857142857143,20.32297619047619,14.481292760208191,11.598344171796596,84
Sweden,2010,7.445555555555556,16.857777777777777,12.844479348843164,11.404968684424508,9
Sweden,2013,6.3774999999999995,17.4925,10.55475872522236,9.149070342074667,4
Sweden,2014,7.897142857142858,16.987142857142857,11.293667435946707,9.912536069553246,7
Sweden,2015,6.123076923076923,14.120000000000001,9.85002662300768,8.47778460386595,13
Sweden,2016,5.752777777777777,13.095,9.280194026324793,7.913134283995126,18
Sweden,2017,4.948333333333333,12.93888888888889,9.395303079970224,8.04095235887221,18
Switzerland,2011,14.577777777777776,20.177777777777777,15.37357734889782,13.498034089658056,9
Switzerland,2012,12.733333333333333,17.944444444444443,14.701504461277459,12.834649166492095,9
Switzerland,2013,14.046153846153846,19.002307692307692,14.148153840380989,12.300612645705096,13
Switzerland,2014,8.977777777777778,14.585555555555556,13.266524384134796,11.483214012548949,9
Switzerland,2015,11.447333333333335,17.139333333333333,12.91571029469802,11.14980039001042,15
Switzerland,2016,10.223749999999999,14.673125,11.980382637095683,10.273577037183337,16
Switzerland,2017,11.481851851851852,16.24074074074074,11.705171652358956,10.03948848728255,27
Thailand,2015,27.87,40.68,33.32841118605353,24.86486705349657,1
Trinidad and Tobago,2016,11.9,25.2,51.57747791657147,50.30691196594137,1
Trinidad and Tobago,2017,14.7,29.8,51.80870490947064,50.5498688680279,1
Turkey,2016,23.675333333333334,52.06066666666666,47.881273224413576,44.10186754396268,15
Turkey,2017,25.562,55.07733333333333,46.77557879410172,43.12637267011741,15
Uganda,2013,104.3,170.4,103.01554100817896,22.328366139769955,1
United Arab Emirates,2017,32.79,122.17,77.84550799288915,73.7232725414425,1
United Kingdom,2010,12.459375,18.2496875,21.117271113640705,19.34601978222768,32
United Kingdom,2013,12.355454545454545,17.82151515151515,19.289087604236386,17.558559110445575,33
United Kingdom,2014,11.708857142857143,16.533142857142856,18.0844111995192,16.384936176810257,35
United Kingdom,2015,9.71102564102564,15.436153846153847,18.243927244783624,16.50907916972725,39
United Kingdom,2016,10.245142857142858,16.430857142857143,17.89133733863719,16.145949176307724,35
United Kingdom,2017,9.039736842105263,14.872105263157895,17.783700150135274,16.04766925296477,38
Uruguay,2014,8.0,25.83,21.22299861736102,18.55495704473701,1
